power,time,turbine
1845.0,01-01-2020 00:58,turbine3
8888.0,01-01-2020 00:59,turbine1
8045.0,01-01-2020 00:59,turbine2
3647.0,01-01-2020 00:59,turbine3
5245.0,01-01-2020 01:00,turbine1
5919.0,01-01-2020 01:00,turbine2
3129.0,01-01-2020 01:00,turbine3
7293.0,01-01-2020 01:01,turbine1
6434.0,01-01-2020 01:01,turbine2
9685.0,01-01-2020 01:01,turbine3
7360.0,01-01-2020 01:02,turbine1
8305.0,01-01-2020 01:02,turbine2
2667.0,01-01-2020 01:02,turbine3
2753.0,01-01-2020 01:03,turbine1
7347.0,01-01-2020 01:03,turbine2
9221.0,01-01-2020 01:03,turbine3
2901.0,01-01-2020 01:04,turbine1
4743.0,01-01-2020 01:04,turbine2
5950.0,01-01-2020 01:04,turbine3
1813.0,01-01-2020 01:05,turbine1
4590.0,01-01-2020 01:05,turbine2
9917.0,01-01-2020 01:05,turbine3
80.0,01-01-2020 01:06,turbine1
3728.0,01-01-2020 01:06,turbine2
5880.0,01-01-2020 01:06,turbine3
5049.0,01-01-2020 01:07,turbine1
8376.0,01-01-2020 01:07,turbine2
3036.0,01-01-2020 01:07,turbine3
1303.0,01-01-2020 01:08,turbine1
834.0,01-01-2020 01:08,turbine2
713.0,01-01-2020 01:08,turbine3
4659.0,01-01-2020 01:09,turbine1
5521.0,01-01-2020 01:09,turbine2
4168.0,01-01-2020 01:09,turbine3
915.0,01-01-2020 01:10,turbine1
4392.0,01-01-2020 01:10,turbine2
7286.0,01-01-2020 01:10,turbine3
8784.0,01-01-2020 01:11,turbine1
3284.0,01-01-2020 01:11,turbine2
7456.0,01-01-2020 01:11,turbine3
510.0,01-01-2020 01:12,turbine1
3579.0,01-01-2020 01:12,turbine2
8858.0,01-01-2020 01:12,turbine3
8482.0,01-01-2020 01:13,turbine1
5371.0,01-01-2020 01:13,turbine2
6719.0,01-01-2020 01:13,turbine3
8018.0,01-01-2020 01:14,turbine1
7638.0,01-01-2020 01:14,turbine2
6685.0,01-01-2020 01:14,turbine3
2859.0,01-01-2020 01:15,turbine1
9820.0,01-01-2020 01:15,turbine2
4938.0,01-01-2020 01:15,turbine3
2110.0,01-01-2020 01:16,turbine1
2612.0,01-01-2020 01:16,turbine2
2909.0,01-01-2020 01:16,turbine3
4757.0,01-01-2020 01:17,turbine1
3852.0,01-01-2020 01:17,turbine2
9449.0,01-01-2020 01:17,turbine3
4683.0,01-01-2020 01:18,turbine1
5881.0,01-01-2020 01:18,turbine2
1180.0,01-01-2020 01:18,turbine3
6021.0,01-01-2020 01:19,turbine1
764.0,01-01-2020 01:19,turbine2
6757.0,01-01-2020 01:19,turbine3
89.0,01-01-2020 01:20,turbine1
821.0,01-01-2020 01:20,turbine2
1097.0,01-01-2020 01:20,turbine3
8024.0,01-01-2020 01:21,turbine1
1045.0,01-01-2020 01:21,turbine2
2437.0,01-01-2020 01:21,turbine3
1328.0,01-01-2020 01:22,turbine1
3679.0,01-01-2020 01:22,turbine2
387.0,01-01-2020 01:22,turbine3
607.0,01-01-2020 01:23,turbine1
9796.0,01-01-2020 01:23,turbine2
2544.0,01-01-2020 01:23,turbine3
2373.0,01-01-2020 01:24,turbine1
9139.0,01-01-2020 01:24,turbine2
8639.0,01-01-2020 01:24,turbine3
3432.0,01-01-2020 01:25,turbine1
4530.0,01-01-2020 01:25,turbine2
1583.0,01-01-2020 01:25,turbine3
6068.0,01-01-2020 01:26,turbine1
1452.0,01-01-2020 01:26,turbine2
9468.0,01-01-2020 01:26,turbine3
1936.0,01-01-2020 01:27,turbine1
5125.0,01-01-2020 01:27,turbine2
1031.0,01-01-2020 01:27,turbine3
1714.0,01-01-2020 01:28,turbine1
2176.0,01-01-2020 01:28,turbine2
2270.0,01-01-2020 01:28,turbine3
6165.0,01-01-2020 01:29,turbine1
558.0,01-01-2020 01:29,turbine2
8195.0,01-01-2020 01:29,turbine3
1123.0,01-01-2020 01:30,turbine1
266.0,01-01-2020 01:30,turbine2
2372.0,01-01-2020 01:30,turbine3
9831.0,01-01-2020 01:31,turbine1
3968.0,01-01-2020 01:31,turbine2
7368.0,01-01-2020 01:31,turbine3
7918.0,01-01-2020 01:32,turbine1
6112.0,01-01-2020 01:32,turbine2
3525.0,01-01-2020 01:32,turbine3
3026.0,01-01-2020 01:33,turbine1
1349.0,01-01-2020 01:33,turbine2
7819.0,01-01-2020 01:33,turbine3
892.0,01-01-2020 01:34,turbine1
7674.0,01-01-2020 01:34,turbine2
2547.0,01-01-2020 01:34,turbine3
6985.0,01-01-2020 01:35,turbine1
3663.0,01-01-2020 01:35,turbine2
2120.0,01-01-2020 01:35,turbine3
4004.0,01-01-2020 01:36,turbine1
7895.0,01-01-2020 01:36,turbine2
3103.0,01-01-2020 01:36,turbine3
1606.0,01-01-2020 01:37,turbine1
1854.0,01-01-2020 01:37,turbine2
8523.0,01-01-2020 01:37,turbine3
6180.0,01-01-2020 01:38,turbine1
595.0,01-01-2020 01:38,turbine2
7433.0,01-01-2020 01:38,turbine3
1380.0,01-01-2020 01:39,turbine1
7899.0,01-01-2020 01:39,turbine2
9800.0,01-01-2020 01:39,turbine3
6100.0,01-01-2020 01:40,turbine1
4447.0,01-01-2020 01:40,turbine2
7013.0,01-01-2020 01:40,turbine3
5727.0,01-01-2020 01:40,turbine1
2438.0,01-01-2020 01:40,turbine2
5582.0,01-01-2020 01:40,turbine3
2741.0,01-01-2020 01:41,turbine1
2439.0,01-01-2020 01:41,turbine2
9324.0,01-01-2020 01:41,turbine3
6750.0,01-01-2020 01:42,turbine1
7081.0,01-01-2020 01:42,turbine2
3457.0,01-01-2020 01:42,turbine3
8850.0,01-01-2020 01:43,turbine1
2563.0,01-01-2020 01:43,turbine2
4560.0,01-01-2020 01:43,turbine3
253.0,01-01-2020 01:44,turbine1
2080.0,01-01-2020 01:44,turbine2
8647.0,01-01-2020 01:44,turbine3
4591.0,01-01-2020 01:45,turbine1
228.0,01-01-2020 01:45,turbine2
4806.0,01-01-2020 01:45,turbine3
4382.0,01-01-2020 01:46,turbine1
2382.0,01-01-2020 01:46,turbine2
5333.0,01-01-2020 01:46,turbine3
2304.0,01-01-2020 01:47,turbine1
9959.0,01-01-2020 01:47,turbine2
3434.0,01-01-2020 01:47,turbine3
67.0,01-01-2020 01:48,turbine1
1409.0,01-01-2020 01:48,turbine2
918.0,01-01-2020 01:48,turbine3
8509.0,01-01-2020 01:49,turbine1
7398.0,01-01-2020 01:49,turbine2
499.0,01-01-2020 01:49,turbine3
8790.0,01-01-2020 01:50,turbine1
3193.0,01-01-2020 01:50,turbine2
1222.0,01-01-2020 01:50,turbine3
74.0,01-01-2020 01:51,turbine1
3460.0,01-01-2020 01:51,turbine2
5356.0,01-01-2020 01:51,turbine3
9090.0,01-01-2020 01:52,turbine1
715.0,01-01-2020 01:52,turbine2
9882.0,01-01-2020 01:52,turbine3
3095.0,01-01-2020 01:53,turbine1
5787.0,01-01-2020 01:53,turbine2
3630.0,01-01-2020 01:53,turbine3
9594.0,01-01-2020 01:54,turbine1
53.0,01-01-2020 01:54,turbine2
8460.0,01-01-2020 01:54,turbine3
7533.0,01-01-2020 01:55,turbine1
2978.0,01-01-2020 01:55,turbine2
2303.0,01-01-2020 01:55,turbine3
1351.0,01-01-2020 01:56,turbine1
2193.0,01-01-2020 01:56,turbine2
9207.0,01-01-2020 01:56,turbine3
5319.0,01-01-2020 01:57,turbine1
2666.0,01-01-2020 01:57,turbine2
1910.0,01-01-2020 01:57,turbine3
2974.0,01-01-2020 01:58,turbine1
5762.0,01-01-2020 01:58,turbine2
7067.0,01-01-2020 01:58,turbine3
6915.0,01-01-2020 01:59,turbine1
9049.0,01-01-2020 01:59,turbine2
8071.0,01-01-2020 01:59,turbine3
6001.0,01-01-2020 03:00,turbine1
156.0,01-01-2020 03:00,turbine2
9958.0,01-01-2020 03:00,turbine3
9191.0,01-01-2020 03:01,turbine1
2252.0,01-01-2020 03:01,turbine2
849.0,01-01-2020 03:01,turbine3
2466.0,01-01-2020 03:02,turbine1
3724.0,01-01-2020 03:02,turbine2
8606.0,01-01-2020 03:02,turbine3
1034.0,01-01-2020 03:03,turbine1
231.0,01-01-2020 03:03,turbine2
3967.0,01-01-2020 03:03,turbine3
4863.0,01-01-2020 03:04,turbine1
3315.0,01-01-2020 03:04,turbine2
7011.0,01-01-2020 03:04,turbine3
2175.0,01-01-2020 03:05,turbine1
8717.0,01-01-2020 03:05,turbine2
3590.0,01-01-2020 03:05,turbine3
325.0,01-01-2020 03:06,turbine1
6650.0,01-01-2020 03:06,turbine2
3611.0,01-01-2020 03:06,turbine3
5767.0,01-01-2020 03:07,turbine1
5321.0,01-01-2020 03:07,turbine2
7608.0,01-01-2020 03:07,turbine3
2781.0,01-01-2020 03:08,turbine1
1417.0,01-01-2020 03:08,turbine2
5676.0,01-01-2020 03:08,turbine3
3174.0,01-01-2020 03:09,turbine1
2173.0,01-01-2020 03:09,turbine2
1214.0,01-01-2020 03:09,turbine3
2159.0,01-01-2020 03:10,turbine1
4561.0,01-01-2020 03:10,turbine2
4595.0,01-01-2020 03:10,turbine3
4202.0,01-01-2020 03:11,turbine1
7789.0,01-01-2020 03:11,turbine2
2499.0,01-01-2020 03:11,turbine3
3813.0,01-01-2020 03:12,turbine1
8506.0,01-01-2020 03:12,turbine2
3127.0,01-01-2020 03:12,turbine3
3850.0,01-01-2020 03:13,turbine1
6268.0,01-01-2020 03:13,turbine2
2648.0,01-01-2020 03:13,turbine3
22.0,01-01-2020 03:14,turbine1
8422.0,01-01-2020 03:14,turbine2
4714.0,01-01-2020 03:14,turbine3
946.0,01-01-2020 03:15,turbine1
5750.0,01-01-2020 03:15,turbine2
4308.0,01-01-2020 03:15,turbine3
8107.0,01-01-2020 03:16,turbine1
8112.0,01-01-2020 03:16,turbine2
8232.0,01-01-2020 03:16,turbine3
8781.0,01-01-2020 03:17,turbine1
9086.0,01-01-2020 03:17,turbine2
7014.0,01-01-2020 03:17,turbine3
8725.0,01-01-2020 03:18,turbine1
2560.0,01-01-2020 03:18,turbine2
5716.0,01-01-2020 03:18,turbine3
9754.0,01-01-2020 03:19,turbine1
1425.0,01-01-2020 03:19,turbine2
2494.0,01-01-2020 03:19,turbine3
8886.0,01-01-2020 03:20,turbine1
8854.0,01-01-2020 03:20,turbine2
1188.0,01-01-2020 03:20,turbine3
1357.0,01-01-2020 03:21,turbine1
6205.0,01-01-2020 03:21,turbine2
9684.0,01-01-2020 03:21,turbine3
4501.0,01-01-2020 03:22,turbine1
9785.0,01-01-2020 03:22,turbine2
6014.0,01-01-2020 03:22,turbine3
5786.0,01-01-2020 03:23,turbine1
9980.0,01-01-2020 03:23,turbine2
1640.0,01-01-2020 03:23,turbine3
8245.0,01-01-2020 03:24,turbine1
4618.0,01-01-2020 03:24,turbine2
2682.0,01-01-2020 03:24,turbine3
86.0,01-01-2020 03:25,turbine1
7846.0,01-01-2020 03:25,turbine2
7963.0,01-01-2020 03:25,turbine3
760.0,01-01-2020 03:26,turbine1
4082.0,01-01-2020 03:26,turbine2
8196.0,01-01-2020 03:26,turbine3
2822.0,01-01-2020 03:27,turbine1
3568.0,01-01-2020 03:27,turbine2
4020.0,01-01-2020 03:27,turbine3
1409.0,01-01-2020 03:28,turbine1
8802.0,01-01-2020 03:28,turbine2
1059.0,01-01-2020 03:28,turbine3
973.0,01-01-2020 03:29,turbine1
2732.0,01-01-2020 03:29,turbine2
4432.0,01-01-2020 03:29,turbine3
4123.0,01-01-2020 03:30,turbine1
3801.0,01-01-2020 03:30,turbine2
5701.0,01-01-2020 03:30,turbine3
994.0,01-01-2020 03:31,turbine1
589.0,01-01-2020 03:31,turbine2
288.0,01-01-2020 03:31,turbine3
3703.0,01-01-2020 03:32,turbine1
2706.0,01-01-2020 03:32,turbine2
3811.0,01-01-2020 03:32,turbine3
5696.0,01-01-2020 03:33,turbine1
9424.0,01-01-2020 03:33,turbine2
1591.0,01-01-2020 03:33,turbine3
7461.0,01-01-2020 03:34,turbine1
1204.0,01-01-2020 03:34,turbine2
9493.0,01-01-2020 03:34,turbine3
244.0,01-01-2020 03:35,turbine1
1863.0,01-01-2020 03:35,turbine2
2868.0,01-01-2020 03:35,turbine3
4740.0,01-01-2020 03:36,turbine1
4928.0,01-01-2020 03:36,turbine2
2119.0,01-01-2020 03:36,turbine3
8571.0,01-01-2020 03:37,turbine1
9423.0,01-01-2020 03:37,turbine2
9162.0,01-01-2020 03:37,turbine3
2347.0,01-01-2020 03:38,turbine1
3751.0,01-01-2020 03:38,turbine2
7821.0,01-01-2020 03:38,turbine3
8534.0,01-01-2020 03:39,turbine1
6236.0,01-01-2020 03:39,turbine2
5562.0,01-01-2020 03:39,turbine3
2165.0,01-01-2020 03:40,turbine1
4364.0,01-01-2020 03:40,turbine2
6744.0,01-01-2020 03:40,turbine3
8810.0,01-01-2020 03:41,turbine1
5164.0,01-01-2020 03:41,turbine2
8426.0,01-01-2020 03:41,turbine3
2444.0,01-01-2020 03:42,turbine1
5623.0,01-01-2020 03:42,turbine2
3160.0,01-01-2020 03:42,turbine3
1007.0,01-01-2020 03:43,turbine1
9017.0,01-01-2020 03:43,turbine2
9751.0,01-01-2020 03:43,turbine3
1394.0,01-01-2020 03:44,turbine1
2747.0,01-01-2020 03:44,turbine2
5525.0,01-01-2020 03:44,turbine3
4572.0,01-01-2020 03:45,turbine1
9983.0,01-01-2020 03:45,turbine2
3572.0,01-01-2020 03:45,turbine3
4313.0,01-01-2020 03:46,turbine1
3968.0,01-01-2020 03:46,turbine2
9081.0,01-01-2020 03:46,turbine3
2608.0,01-01-2020 03:47,turbine1
4265.0,01-01-2020 03:47,turbine2
3757.0,01-01-2020 03:47,turbine3
3354.0,01-01-2020 03:48,turbine1
698.0,01-01-2020 03:48,turbine2
4857.0,01-01-2020 03:48,turbine3
3821.0,01-01-2020 03:49,turbine1
8890.0,01-01-2020 03:49,turbine2
3573.0,01-01-2020 03:49,turbine3
7945.0,01-01-2020 03:50,turbine1
3207.0,01-01-2020 03:50,turbine2
1830.0,01-01-2020 03:50,turbine3
5957.0,01-01-2020 03:51,turbine1
7260.0,01-01-2020 03:51,turbine2
6952.0,01-01-2020 03:51,turbine3
9437.0,01-01-2020 03:52,turbine1
1088.0,01-01-2020 03:52,turbine2
2701.0,01-01-2020 03:52,turbine3
5294.0,01-01-2020 03:53,turbine1
8482.0,01-01-2020 03:53,turbine2
9424.0,01-01-2020 03:53,turbine3
4883.0,01-01-2020 03:54,turbine1
4887.0,01-01-2020 03:54,turbine2
5940.0,01-01-2020 03:54,turbine3
1334.0,01-01-2020 03:55,turbine1
3087.0,01-01-2020 03:55,turbine2
3155.0,01-01-2020 03:55,turbine3
4658.0,01-01-2020 03:56,turbine1
5509.0,01-01-2020 03:56,turbine2
1018.0,01-01-2020 03:56,turbine3
4191.0,01-01-2020 03:57,turbine1
357.0,01-01-2020 03:57,turbine2
4304.0,01-01-2020 03:57,turbine3
9559.0,01-01-2020 03:58,turbine1
3964.0,01-01-2020 03:58,turbine2
2009.0,01-01-2020 03:58,turbine3
452.0,01-01-2020 03:59,turbine1
2377.0,01-01-2020 03:59,turbine2
453.0,01-01-2020 03:59,turbine3
3937.0,01-01-2020 04:00,turbine1
4840.0,01-01-2020 04:00,turbine2
208.0,01-01-2020 04:00,turbine3
5247.0,01-01-2020 04:01,turbine1
9097.0,01-01-2020 04:01,turbine2
59.0,01-01-2020 04:01,turbine3
5575.0,01-01-2020 04:02,turbine1
5215.0,01-01-2020 04:02,turbine2
6810.0,01-01-2020 04:02,turbine3
4596.0,01-01-2020 04:03,turbine1
7013.0,01-01-2020 04:03,turbine2
8332.0,01-01-2020 04:03,turbine3
474.0,01-01-2020 04:04,turbine1
2801.0,01-01-2020 04:04,turbine2
9641.0,01-01-2020 04:04,turbine3
208.0,01-01-2020 04:05,turbine1
7340.0,01-01-2020 04:05,turbine2
3576.0,01-01-2020 04:05,turbine3
6391.0,01-01-2020 04:06,turbine1
4569.0,01-01-2020 04:06,turbine2
6483.0,01-01-2020 04:06,turbine3
2045.0,01-01-2020 04:07,turbine1
1819.0,01-01-2020 04:07,turbine2
6647.0,01-01-2020 04:07,turbine3
3607.0,01-01-2020 04:08,turbine1
5111.0,01-01-2020 04:08,turbine2
8054.0,01-01-2020 04:08,turbine3
9631.0,01-01-2020 04:09,turbine1
4093.0,01-01-2020 04:09,turbine2
8196.0,01-01-2020 04:09,turbine3
1861.0,01-01-2020 04:10,turbine1
7264.0,01-01-2020 04:10,turbine2
734.0,01-01-2020 04:10,turbine3
5932.0,01-01-2020 04:11,turbine1
5806.0,01-01-2020 04:11,turbine2
2637.0,01-01-2020 04:11,turbine3
1530.0,01-01-2020 04:12,turbine1
7362.0,01-01-2020 04:12,turbine2
6489.0,01-01-2020 04:12,turbine3
9226.0,01-01-2020 04:13,turbine1
9086.0,01-01-2020 04:13,turbine2
4834.0,01-01-2020 04:13,turbine3
7790.0,01-01-2020 04:14,turbine1
446.0,01-01-2020 04:14,turbine2
6899.0,01-01-2020 04:14,turbine3
5107.0,01-01-2020 04:15,turbine1
1407.0,01-01-2020 04:15,turbine2
8579.0,01-01-2020 04:15,turbine3
2191.0,01-01-2020 04:16,turbine1
6192.0,01-01-2020 04:16,turbine2
6143.0,01-01-2020 04:16,turbine3
408.0,01-01-2020 04:17,turbine1
4900.0,01-01-2020 04:17,turbine2
7357.0,01-01-2020 04:17,turbine3
5854.0,01-01-2020 04:18,turbine1
1377.0,01-01-2020 04:18,turbine2
4156.0,01-01-2020 04:18,turbine3
6710.0,01-01-2020 04:19,turbine1
7169.0,01-01-2020 04:19,turbine2
6336.0,01-01-2020 04:19,turbine3
1680.0,01-01-2020 04:20,turbine1
3201.0,01-01-2020 04:20,turbine2
8998.0,01-01-2020 04:20,turbine3
303.0,01-01-2020 04:21,turbine1
3973.0,01-01-2020 04:21,turbine2
8.0,01-01-2020 04:21,turbine3
6946.0,01-01-2020 04:22,turbine1
106.0,01-01-2020 04:22,turbine2
73.0,01-01-2020 04:22,turbine3
5482.0,01-01-2020 04:23,turbine1
6075.0,01-01-2020 04:23,turbine2
962.0,01-01-2020 04:23,turbine3
9021.0,01-01-2020 04:24,turbine1
7715.0,01-01-2020 04:24,turbine2
1392.0,01-01-2020 04:24,turbine3
2676.0,01-01-2020 04:25,turbine1
1996.0,01-01-2020 04:25,turbine2
4675.0,01-01-2020 04:25,turbine3
8168.0,01-01-2020 04:26,turbine1
2121.0,01-01-2020 04:26,turbine2
1007.0,01-01-2020 04:26,turbine3
5595.0,01-01-2020 04:27,turbine1
2980.0,01-01-2020 04:27,turbine2
5775.0,01-01-2020 04:27,turbine3
7626.0,01-01-2020 04:28,turbine1
6363.0,01-01-2020 04:28,turbine2
7476.0,01-01-2020 04:28,turbine3
7793.0,01-01-2020 04:29,turbine1
305.0,01-01-2020 04:29,turbine2
8274.0,01-01-2020 04:29,turbine3
8383.0,01-01-2020 04:30,turbine1
2067.0,01-01-2020 04:30,turbine2
1790.0,01-01-2020 04:30,turbine3
1163.0,01-01-2020 04:31,turbine1
3203.0,01-01-2020 04:31,turbine2
3158.0,01-01-2020 04:31,turbine3
3219.0,01-01-2020 04:32,turbine1
4113.0,01-01-2020 04:32,turbine2
1847.0,01-01-2020 04:32,turbine3
631.0,01-01-2020 04:33,turbine1
2036.0,01-01-2020 04:33,turbine2
6452.0,01-01-2020 04:33,turbine3
5237.0,01-01-2020 04:34,turbine1
5124.0,01-01-2020 04:34,turbine2
9162.0,01-01-2020 04:34,turbine3
4424.0,01-01-2020 04:35,turbine1
6273.0,01-01-2020 04:35,turbine2
2347.0,01-01-2020 04:35,turbine3
7464.0,01-01-2020 04:36,turbine1
8138.0,01-01-2020 04:36,turbine2
9459.0,01-01-2020 04:36,turbine3
7330.0,01-01-2020 04:37,turbine1
3613.0,01-01-2020 04:37,turbine2
5310.0,01-01-2020 04:37,turbine3
7282.0,01-01-2020 04:38,turbine1
8958.0,01-01-2020 04:38,turbine2
1117.0,01-01-2020 04:38,turbine3
2342.0,01-01-2020 04:39,turbine1
2322.0,01-01-2020 04:39,turbine2
8546.0,01-01-2020 04:39,turbine3
2773.0,01-01-2020 04:40,turbine1
5401.0,01-01-2020 04:40,turbine2
7302.0,01-01-2020 04:40,turbine3
9555.0,01-01-2020 04:41,turbine1
6218.0,01-01-2020 04:41,turbine2
9849.0,01-01-2020 04:41,turbine3
9700.0,01-01-2020 04:42,turbine1
9170.0,01-01-2020 04:42,turbine2
2063.0,01-01-2020 04:42,turbine3
